order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
1510,2023-10-17,First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10004270,2,0.2,9.8,-0.1999999999999993
1511,2023-02-16,Standard Class,Corporate,United States,Pomona,California,91767,West,Office Supplies,Art,OFF-AR-10002135,8,15.6,374.4,64.39999999999998
1512,2023-11-05,Standard Class,Corporate,United States,Pomona,California,91767,West,Office Supplies,Art,OFF-AR-10003514,9,0.8,39.2,9.200000000000003
1513,2022-01-30,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10002276,3,4.0,196.0,6.0
1514,2022-07-25,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10001098,5,0.4,19.6,-0.3999999999999986
1515,2022-03-11,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10001636,4,0.4,9.6,-0.40000000000000036
1516,2022-04-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,FUR-CH-10002961,1,1.8,58.2,8.200000000000003
1517,2022-10-16,Second Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Tables,FUR-TA-10004256,4,83.5,1586.5,116.5
1518,2022-04-25,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10004593,2,3.2,76.8,6.799999999999997
1519,2023-05-30,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002827,3,0.2,9.8,-0.1999999999999993
1520,2022-07-14,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001759,7,1.0,19.0,-1.0
1521,2022-01-29,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10001419,5,0.4,19.6,-0.3999999999999986
1522,2023-08-23,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,FUR-FU-10002253,6,4.2,205.8,35.80000000000001
1523,2023-09-28,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,OFF-PA-10002586,5,1.0,19.0,-1.0
1524,2022-04-08,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,OFF-PA-10003039,8,6.0,194.0,14.0
1525,2022-10-17,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Storage,OFF-ST-10004804,6,5.0,245.0,35.0
1526,2023-04-05,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,OFF-AR-10004042,6,1.8,88.2,8.200000000000003
1527,2022-06-02,Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Art,OFF-AR-10002221,2,0.0,0.0,0.0
1528,2022-07-13,Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Furniture,Furnishings,FUR-FU-10002456,2,0.3,9.7,-0.3000000000000007
1529,2022-06-02,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Fasteners,OFF-FA-10004968,7,1.2,28.8,-1.1999999999999993
1530,2022-03-20,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10001274,2,0.2,9.8,-0.1999999999999993
1531,2023-04-19,Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Paper,OFF-PA-10001125,3,2.1,67.9,7.900000000000006
1532,2022-11-25,Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Storage,OFF-ST-10000344,1,0.4,9.6,-0.40000000000000036
1533,2023-06-01,Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,OFF-FA-10000585,3,0.2,9.8,-0.1999999999999993
1534,2023-11-12,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10003324,6,8.4,201.6,31.599999999999994
1535,2022-06-24,Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Furniture,Bookcases,FUR-BO-10004015,2,4.0,196.0,26.0
1536,2023-06-21,Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Storage,OFF-ST-10000419,3,1.2,38.8,-1.2000000000000028
1537,2023-04-26,Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Appliances,OFF-AP-10001626,3,0.5,9.5,-0.5
1538,2022-05-05,Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,Phones,TEC-PH-10000439,1,1.2,38.8,8.799999999999997
1539,2023-12-03,Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,OFF-AR-10003478,2,0.6,19.4,-0.6000000000000014
1540,2022-06-24,Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,FUR-BO-10002545,3,31.2,748.8,58.799999999999955
1541,2023-01-13,Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Binders,OFF-BI-10001765,7,4.8,235.2,35.19999999999999
1542,2022-11-16,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10003981,5,0.4,9.6,-0.40000000000000036
1543,2022-04-06,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,OFF-FA-10001561,6,0.5,9.5,-0.5
1544,2023-10-07,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,OFF-BI-10004230,3,4.0,76.0,6.0
1545,2022-07-13,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10000350,4,0.9,29.1,-0.8999999999999986
1546,2022-04-29,Second Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Bookcases,FUR-BO-10002613,7,31.4,1538.6,188.5999999999999
1547,2022-09-08,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,OFF-PA-10000994,4,6.8,333.2,23.19999999999999
1548,2023-05-14,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10002867,2,0.8,19.2,-0.8000000000000007
1549,2022-06-05,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,OFF-ST-10001291,2,0.9,29.1,9.100000000000001
1550,2023-01-24,First Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,TEC-CO-10001046,1,11.2,548.8,78.79999999999995
1551,2023-07-07,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10004868,6,0.4,9.6,-0.40000000000000036
1552,2022-08-26,Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10000806,2,4.4,105.6,15.599999999999994
1553,2022-01-23,First Class,Home Office,United States,Appleton,Wisconsin,54915,Central,Office Supplies,Labels,OFF-LA-10002195,7,0.6,19.4,-0.6000000000000014
1554,2022-03-12,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,OFF-BI-10003719,5,4.8,115.2,5.200000000000003
1555,2022-05-26,Standard Class,Corporate,United States,Bellevue,Washington,98006,West,Office Supplies,Art,OFF-AR-10001315,3,0.3,9.7,-0.3000000000000007
1556,2022-02-27,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Accessories,TEC-AC-10000171,4,3.6,86.4,6.400000000000006
1557,2022-02-08,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,OFF-EN-10003134,1,0.5,9.5,-0.5
1558,2022-06-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,OFF-AR-10001955,5,1.6,78.4,8.400000000000006
1559,2023-04-24,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10001039,2,3.4,166.6,26.599999999999994
1560,2022-06-02,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10003712,9,2.0,38.0,-2.0
1561,2022-11-15,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,OFF-LA-10001641,6,0.6,19.4,-0.6000000000000014
1562,2023-02-26,First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10003732,1,0.0,0.0,0.0
1563,2023-02-01,Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10000577,5,20.8,1019.2,159.20000000000005
1564,2022-10-19,Same Day,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10004000,3,0.5,9.5,-0.5
1565,2023-05-08,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10001370,5,17.5,332.5,42.5
1566,2023-07-20,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10004539,3,9.0,441.0,41.0
1567,2022-07-27,First Class,Consumer,United States,Allen,Texas,75002,Central,Technology,Accessories,TEC-AC-10003038,3,0.6,19.4,-0.6000000000000014
1568,2023-08-05,First Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Binders,OFF-BI-10000088,4,0.5,9.5,-0.5
1569,2023-11-10,Same Day,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10000357,3,3.6,116.4,6.400000000000006
1570,2022-12-06,Standard Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,OFF-AR-10003504,3,0.3,9.7,-0.3000000000000007
1571,2022-10-19,First Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10000863,5,12.0,588.0,98.0
1572,2022-01-23,First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,OFF-EN-10003160,3,0.4,19.6,-0.3999999999999986
1573,2023-07-24,First Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,TEC-AC-10003280,1,0.6,29.4,-0.6000000000000014
1574,2023-08-02,First Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10000595,2,11.4,368.6,48.60000000000002
1575,2022-11-01,First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,TEC-PH-10000169,3,1.2,38.8,8.799999999999997
1576,2023-05-30,First Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,FUR-CH-10004675,5,30.4,729.6,79.60000000000002
1577,2023-04-29,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,OFF-ST-10002406,2,0.4,19.6,-0.3999999999999986
1578,2022-06-16,Standard Class,Home Office,United States,Florence,Alabama,35630,South,Office Supplies,Paper,OFF-PA-10001526,1,0.0,0.0,0.0
1579,2023-06-20,First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,OFF-AP-10004336,3,5.1,164.9,24.900000000000006
1580,2023-09-13,First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003012,2,6.2,303.8,43.80000000000001
1581,2022-01-12,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10002607,9,15.2,364.8,24.80000000000001
1582,2023-04-30,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10000642,2,0.8,39.2,-0.7999999999999972
1583,2023-11-28,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10000545,2,48.8,1171.2,71.20000000000005
1584,2022-03-26,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10002157,3,1.5,48.5,-1.5
1585,2022-10-02,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10001706,2,0.3,9.7,-0.3000000000000007
1586,2022-03-08,First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10000984,5,29.4,950.6,100.60000000000002
1587,2022-03-26,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10001357,3,7.0,133.0,3.0
1588,2022-10-30,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,OFF-FA-10000992,3,0.2,9.8,-0.1999999999999993
1589,2023-08-27,First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10002600,4,7.5,242.5,12.5
1590,2022-11-13,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Art,OFF-AR-10001662,4,0.4,9.6,-0.40000000000000036
1591,2022-05-20,Standard Class,Corporate,United States,Grapevine,Texas,76051,Central,Office Supplies,Art,OFF-AR-10001221,7,0.9,29.1,-0.8999999999999986
1592,2023-04-04,Standard Class,Corporate,United States,Grapevine,Texas,76051,Central,Office Supplies,Fasteners,OFF-FA-10002988,5,0.3,9.7,-0.3000000000000007
1593,2023-09-05,Second Class,Consumer,United States,Olympia,Washington,98502,West,Technology,Phones,TEC-PH-10004830,4,6.0,194.0,14.0
1594,2023-07-09,Same Day,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10004519,3,0.3,9.7,-0.3000000000000007
1595,2022-01-17,First Class,Home Office,United States,Peoria,Illinois,61604,Central,Furniture,Bookcases,FUR-BO-10000362,3,10.8,349.2,49.19999999999999
1596,2023-10-17,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10004540,2,2.5,47.5,7.5
1597,2023-08-20,First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10001290,13,27.5,522.5,62.5
1598,2023-07-31,Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Paper,OFF-PA-10000308,4,0.4,19.6,-0.3999999999999986
1599,2022-10-14,Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Supplies,OFF-SU-10001165,1,0.5,9.5,-0.5
1600,2022-04-25,Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Art,OFF-AR-10003373,4,2.0,98.0,18.0
1601,2022-08-12,Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Furniture,Furnishings,FUR-FU-10001967,2,0.8,19.2,-0.8000000000000007
1602,2022-02-03,Second Class,Corporate,United States,Dover,Delaware,19901,East,Furniture,Furnishings,FUR-FU-10001488,2,4.2,205.8,5.800000000000011
1603,2022-07-03,Standard Class,Consumer,United States,Smyrna,Tennessee,37167,South,Office Supplies,Art,OFF-AR-10003251,3,0.2,9.8,-0.1999999999999993
1604,2023-12-17,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10001044,6,4.8,155.2,5.199999999999989
1605,2023-07-01,Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10004700,5,2.0,38.0,-2.0
1606,2023-03-07,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10000823,3,0.3,9.7,-0.3000000000000007
1607,2023-03-29,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10004456,5,2.8,67.2,7.200000000000003
1608,2022-12-06,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10000050,1,0.5,9.5,-0.5
1609,2023-12-10,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10002377,4,0.4,19.6,-0.3999999999999986
1610,2023-02-14,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10000591,3,0.4,9.6,-0.40000000000000036
1611,2023-04-12,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Bookcases,FUR-BO-10000362,2,14.5,275.5,35.5
1612,2022-01-25,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10000441,2,4.0,196.0,36.0
1613,2023-09-30,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10002726,2,3.2,76.8,6.799999999999997
1614,2022-04-22,Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Storage,OFF-ST-10003306,7,40.0,960.0,10.0
1615,2023-02-09,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10004855,3,4.0,76.0,6.0
1616,2023-04-08,Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,OFF-LA-10002787,1,0.0,0.0,0.0
1617,2023-01-12,Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,OFF-LA-10002043,4,2.0,38.0,-2.0
1618,2023-03-02,Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Art,OFF-AR-10001915,3,1.2,28.8,-1.1999999999999993
1619,2022-06-29,Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000352,2,3.0,57.0,-3.0
1620,2022-08-02,Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10000575,1,0.5,9.5,-0.5
1621,2022-04-04,Standard Class,Consumer,United States,Kent,Washington,98031,West,Furniture,Furnishings,FUR-FU-10002937,2,6.0,194.0,4.0
1622,2022-06-26,Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Labels,OFF-LA-10003930,8,39.5,750.5,20.5
1623,2022-08-26,Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Binders,OFF-BI-10001107,2,0.4,19.6,-0.3999999999999986
1624,2023-04-27,Standard Class,Consumer,United States,Kent,Washington,98031,West,Technology,Accessories,TEC-AC-10003063,2,2.5,47.5,7.5
1625,2022-10-12,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10002922,5,20.4,659.6,99.60000000000002
1626,2023-11-02,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10002049,3,50.8,1219.2,99.20000000000005
1627,2022-12-01,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,OFF-AP-10002457,5,26.0,494.0,34.0
1628,2022-07-11,Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Chairs,FUR-CH-10001270,6,26.0,494.0,64.0
1629,2022-01-31,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,FUR-FU-10004415,5,0.6,19.4,-0.6000000000000014
1630,2023-07-23,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,OFF-BI-10001510,6,2.0,38.0,-2.0
1631,2023-12-17,Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,OFF-ST-10002011,3,30.3,979.7,139.70000000000005
1632,2023-01-17,Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,OFF-PA-10002986,2,0.3,9.7,-0.3000000000000007
1633,2022-11-09,Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,OFF-PA-10004451,2,0.2,9.8,-0.1999999999999993
1634,2023-08-06,Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,OFF-ST-10000649,2,1.2,28.8,8.8
1635,2023-12-03,Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Accessories,TEC-AC-10001465,2,1.8,58.2,8.200000000000003
1636,2022-08-01,Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Office Supplies,Paper,OFF-PA-10001166,3,0.4,19.6,-0.3999999999999986
1637,2023-12-23,Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Office Supplies,Storage,OFF-ST-10001097,5,26.8,643.2,33.200000000000045
1638,2023-03-06,Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Technology,Phones,TEC-PH-10000038,4,22.0,418.0,18.0
1639,2023-04-06,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,OFF-PA-10002689,3,0.6,19.4,-0.6000000000000014
1640,2022-01-31,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Binders,OFF-BI-10004728,2,0.4,9.6,-0.40000000000000036
1641,2023-11-20,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,OFF-PA-10004675,2,0.4,9.6,-0.40000000000000036
1642,2023-02-12,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Furniture,Furnishings,FUR-FU-10000629,3,0.8,39.2,-0.7999999999999972
1643,2023-10-11,Standard Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Fasteners,OFF-FA-10003112,2,0.4,9.6,-0.40000000000000036
1644,2022-10-06,First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,OFF-ST-10000142,3,25.0,1225.0,65.0
1645,2022-05-27,First Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Copiers,TEC-CO-10001766,7,94.5,3055.5,405.5
1646,2022-07-08,First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10004359,2,6.3,203.7,23.69999999999999
1647,2023-04-29,First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10002323,2,1.6,38.4,8.399999999999999
1648,2022-11-19,First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,OFF-FA-10001135,2,0.0,0.0,0.0
1649,2023-02-21,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10004224,6,6.0,114.0,4.0
1650,2023-07-11,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10003357,1,2.5,47.5,-2.5
1651,2022-10-04,Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10004475,2,5.5,104.5,4.5
1652,2022-05-13,Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003001,2,0.5,9.5,-0.5
1653,2022-07-11,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10003442,6,6.8,163.2,23.19999999999999
1654,2023-12-07,First Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10003832,4,6.5,123.5,13.5
1655,2023-07-11,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,OFF-FA-10000611,2,0.0,0.0,0.0
1656,2022-04-03,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001116,2,0.5,9.5,-0.5
1657,2022-07-08,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10000563,3,5.0,95.0,15.0
1658,2022-08-06,First Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,FUR-FU-10000010,7,1.2,28.8,-1.1999999999999993
1659,2022-05-26,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10004922,3,8.0,152.0,12.0
1660,2023-10-08,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10004330,3,3.6,86.4,6.400000000000006
1661,2022-04-21,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10002072,2,0.5,9.5,-0.5
1662,2022-06-14,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10002549,5,34.0,646.0,-4.0
1663,2022-11-19,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10002353,3,0.5,9.5,-0.5
1664,2022-07-03,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,OFF-ST-10001325,5,1.6,38.4,8.399999999999999
1665,2022-08-13,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,TEC-AC-10002049,3,15.0,285.0,35.0
1666,2022-01-02,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,OFF-FA-10002676,3,0.0,0.0,0.0
1667,2023-12-28,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,TEC-AC-10003023,2,2.7,87.3,-2.700000000000003
1668,2023-10-08,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,OFF-PA-10000167,3,3.5,66.5,6.5
1669,2023-09-08,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Art,OFF-AR-10003405,3,0.4,9.6,-0.40000000000000036
1670,2022-08-15,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10001889,4,20.4,999.6,79.60000000000002
1671,2023-09-26,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10002185,3,1.0,19.0,-1.0
1672,2022-05-25,First Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Technology,Accessories,TEC-AC-10001013,2,1.8,58.2,8.200000000000003
1673,2023-07-06,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,TEC-PH-10002726,4,5.1,164.9,24.900000000000006
1674,2022-08-28,First Class,Consumer,United States,Suffolk,Virginia,23434,South,Office Supplies,Labels,OFF-LA-10003930,2,8.0,192.0,32.0
1675,2023-03-18,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10003535,2,0.6,19.4,-0.6000000000000014
1676,2022-04-30,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10000088,3,0.3,9.7,-0.3000000000000007
1677,2023-04-14,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10000604,3,3.0,97.0,7.0
1678,2023-05-16,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10004040,3,0.8,19.2,-0.8000000000000007
1679,2022-01-19,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10002344,1,1.8,58.2,-1.7999999999999972
1680,2022-02-18,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10003589,3,1.2,28.8,-1.1999999999999993
1681,2023-11-22,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10000758,2,0.8,39.2,-0.7999999999999972
1682,2022-07-15,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Machines,TEC-MA-10004679,4,16.0,384.0,44.0
1683,2023-07-08,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000176,1,0.8,19.2,-0.8000000000000007
1684,2023-06-01,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10002597,3,0.3,9.7,-0.3000000000000007
1685,2023-01-23,First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,OFF-AP-10002495,2,5.0,95.0,5.0
1686,2023-11-13,First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10002813,2,0.0,0.0,0.0
1687,2022-05-27,First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10002414,2,0.4,9.6,-0.40000000000000036
1688,2022-02-14,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10000788,2,0.3,9.7,-0.3000000000000007
1689,2022-07-26,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10004306,2,12.4,297.6,27.600000000000023
